ID,GX,GY,Species,Tag,PrevStatus,PrevIDqual,PrevHt,Cell,PrevComments,StandID,Plot,PrevYear
623100256,52,56,BENE,47967,1,S,55,F5,,BURNED,623,2023
636100257,33,39,VAPA,47971,1,S,96,D7,Multi,BURNED,636,2023
644100258,32,10,PSME,47978,9,S,,D9,,BURNED,644,2023
622100259,19,36,CEVE,47982,6,S,,B7,,BURNED,622,2023
646100260,8,99,ARME,47983,1,S,318,A1,,BURNED,646,2023
606100261,80,33,CESA,47984,1,S,33,I7,,BURNED,606,2023
609100262,77,91,PSME,47985,2,S,44,H1,,BURNED,609,2023
605100263,12,26,PSME,47985,6,S,,B8,,BURNED,605,2023
623100264,18,91,BENE,47986,1,S,14,B1,,BURNED,623,2023
640100265,92,79,BENE,47987,1,S,74,J3,Tag corrected,BURNED,640,2023
622100266,60,61,BENE,47989,1,S,45,G4,,BURNED,622,2023
606100267,84,72,CEVE,47990,6,S,,I3,,BURNED,606,2023
606100268,83,72,CESA,47992,1,S,18,I3,Leader die back,BURNED,606,2023
644100269,81,30,BENE,47994,1,S,63,I7,,BURNED,644,2023
606100270,78,64,CEVE,47995,6,S,,H4,,BURNED,606,2023
639100271,42,63,SYMO,47997,1,S,170,E4,,BURNED,639,2023
671100272,81,67,BENE,48014,1,S,29,I4,,BURNED,671,2023
663100273,35,53,BENE,48103,1,S,109,D5,,BURNED,663,2023
663100274,36,86,BENE,48104,1,S,48,D2,,BURNED,663,2023
663100275,78,30,PSME,48109,1,S,197,H7,,BURNED,663,2023
663100276,9,16,BENE,48113,1,S,98,A9,Stressed ,BURNED,663,2023
667100277,65,68,PSME,48139,1,S,207,G4,,BURNED,667,2023
667100278,14,87,CESA,48162,1,S,276,B2,Sp conf CESA 2023,BURNED,667,2023
609100279,70,76,CESA,48408,1,S,23,H3,Herbivory,BURNED,609,2023
622100280,18,42,CEVE,48413,1,S,46,B6,ODD,BURNED,622,2023
607100281,1,45,CESA,48414,1,S,27,A6,,BURNED,607,2023
671100282,39,69,BENE,48441,9,S,,D4,,BURNED,671,2023
607100283,22,40,CESA,48444,1,S,67,C6,,BURNED,607,2023
674100284,77,77,BENE,48448,1,S,65,H3,,BURNED,674,2023
606100285,85,72,CESA,48456,1,S,15,I3,Leader die back,BURNED,606,2023
673100286,36,17,BENE,48461,1,S,59,D9,,BURNED,673,2023
622100287,14,43,CEVE,48462,6,S,,B6,,BURNED,622,2023
609100288,23,16,CEVE,48464,6,S,,C9,,BURNED,609,2023
619100289,91,85,PSME,48464,2,S,51,J2,,BURNED,619,2023
671100290,40,69,BENE,48466,1,S,50,E4,,BURNED,671,2023
671100291,35,90,BENE,48467,1,S,65,D1,,BURNED,671,2023
671100292,50,40,BENE,48470,1,S,96,E6,,BURNED,671,2023
609100293,41,42,CESA,48483,1,S,63,E6,,BURNED,609,2023
672100294,85,73,PSME,48484,1,S,121,I3,,BURNED,672,2023
609100295,29,26,CEVE,48486,9,S,,C8,,BURNED,609,2023
622100296,17,42,CEVE,48487,6,S,,B6,,BURNED,622,2023
672100297,72,36,PSME,48499,1,S,80,H7,,BURNED,672,2023
638100298,54,34,BENE,48502,6,S,,F7,,BURNED,638,2023
639100299,4,23,BENE,48503,1,S,30,A8,,BURNED,639,2023
639100300,1,83,BENE,48504,1,S,69,A2,,BURNED,639,2023
640100301,47,26,BENE,48506,1,S,105,E8,,BURNED,640,2023
640100302,94,90,BENE,48507,1,S,152,J1,,BURNED,640,2023
639100303,10,53,BENE,48511,1,S,101,B5,,BURNED,639,2023
639100304,16,51,BENE,48515,2,S,63,B5,Multi with 48590,BURNED,639,2023
640100305,43,0,BENE,48516,1,S,79,E10,,BURNED,640,2023
638100306,86,94,PSME,48520,1,S,130,I1,,BURNED,638,2023
640100307,8,25,BENE,48536,1,S,145,A8,,BURNED,640,2023
639100308,10,58,BENE,48538,1,S,51,B5,,BURNED,639,2023
671100309,37,16,BENE,48539,1,S,56,D9,,BURNED,671,2023
613100310,4,89,PSME,48551,7,S,0,B1,,BURNED,613,2023
648100311,39,20,BENE,48555,1,S,97,D8,,BURNED,648,2023
640100312,88,58,PSME,48558,1,S,91,I5,,BURNED,640,2023
639100313,1,42,BENE,48565,1,S,40,A6,,BURNED,639,2023
639100314,11,50,BENE,48567,1,S,67,B5,,BURNED,639,2023
601100315,0,1,TSHE,48575,6,S,,A10,,BURNED,601,2023
639100316,27,0,BENE,48579,1,S,56,C10,,BURNED,639,2023
642100317,31,10,PSME,48580,1,S,109,D9,,BURNED,642,2023
639100318,3,82,BENE,48581,1,S,84,A2,,BURNED,639,2023
638100319,6,73,BENE,48584,1,S,40,A3,,BURNED,638,2023
611100320,9,18,TSHE,48586,1,S,36,A9,Tag updated from 48686,BURNED,611,2023
640100321,93,4,BENE,48587,1,S,114,J10,,BURNED,640,2023
640100322,77,61,BENE,48589,1,S,105,H4,,BURNED,640,2023
639100323,17,51,BENE,48590,1,S,90,B5,,BURNED,639,2023
601100324,78,5,PSME,48593,6,S,,H10,,BURNED,601,2023
639100325,53,69,BENE,48594,1,S,74,F4,,BURNED,639,2023
639100326,96,11,BENE,48598,1,S,62,J9,,BURNED,639,2023
643100327,5,69,PSME,48600,1,S,58,A4,,BURNED,643,2023
646100328,45,56,PSME,48704,1,S,104,E5,,BURNED,646,2023
658100329,68,90,BENE,48705,1,S,31,G1,,BURNED,658,2023
648100330,3,75,BENE,48706,1,S,60,A3,,BURNED,648,2023
650100331,9,0,BENE,48709,1,S,29,A10,,BURNED,650,2023
650100332,11,0,BENE,48711,1,S,49,B10,49,BURNED,650,2023
646100333,61,72,BENE,48712,1,S,55,G3,,BURNED,646,2023
646100334,60,51,BENE,48714,1,S,44,G5,,BURNED,646,2023
650100335,5,75,BENE,48715,1,S,46,A3,,BURNED,650,2023
646100336,12,73,BENE,48716,1,S,85,B3,,BURNED,646,2023
658100337,12,84,BENE,48717,1,S,64,B2,,BURNED,658,2023
645100338,78,70,PSME,48718,1,S,160,H3,,BURNED,645,2023
658100339,10,86,BENE,48719,1,S,74,B2,,BURNED,658,2023
654100340,40,57,BENE,48721,1,S,81,E5,,BURNED,654,2023
658100341,28,32,BENE,48722,1,S,36,C7,,BURNED,658,2023
657100342,14,62,PSME,48724,9,S,,B4,,BURNED,657,2023
650100343,92,39,BENE,48725,1,S,26,J7,,BURNED,650,2023
646100344,54,51,PSME,48729,1,S,115,F5,,BURNED,646,2023
661100345,14,90,PSME,48730,6,S,,B1,,BURNED,661,2023
654100346,11,72,BENE,48736,1,S,88,B3,,BURNED,654,2023
652100347,65,16,PSME,48738,1,S,106,G9,,BURNED,652,2023
654100348,95,80,PSME,48742,1,S,102,J2,New cell J3 under debris,BURNED,654,2023
648100349,60,40,BENE,48743,1,S,98,G6,,BURNED,648,2023
648100350,3,96,PSME,48744,9,S,,A1,,BURNED,648,2023
648100351,37,24,BENE,48746,1,S,121,D8,,BURNED,648,2023
648100352,5,63,BENE,48749,1,S,75,A4,,BURNED,648,2023
658100353,27,33,BENE,48750,1,S,44,C7,,BURNED,658,2023
654100354,9,83,BENE,48755,1,S,60,A2,,BURNED,654,2023
645100355,55,24,PSME,48757,1,S,66,F8,,BURNED,645,2023
658100356,55,46,BENE,48758,1,S,91,F6,,BURNED,658,2023
667100357,57,80,CESA,48759,1,S,173,F2,Sp conf CESA 2023,BURNED,667,2023
661100358,58,37,BENE,48760,1,S,40,F7,,BURNED,661,2023
658100359,99,73,BENE,48762,1,S,64,J3,,BURNED,658,2023
658100360,12,93,BENE,48763,1,S,82,B1,,BURNED,658,2023
648100361,8,71,BENE,48765,1,S,96,A3,,BURNED,648,2023
658100362,11,79,BENE,48767,1,S,77,B3,,BURNED,658,2023
667100363,82,88,PSME,48775,6,S,,I2,,BURNED,667,2023
650100364,5,41,BENE,48776,1,S,46,A6,,BURNED,650,2023
648100365,1,90,BENE,48777,1,S,118,A1,,BURNED,648,2023
650100366,37,20,BENE,48780,1,S,81,D8,,BURNED,650,2023
648100367,14,62,BENE,48781,1,S,118,B4,,BURNED,648,2023
648100368,88,17,PSME,48782,1,S,113,I9,Species updated from BENE,BURNED,648,2023
648100369,39,27,BENE,48783,1,S,80,D8,,BURNED,648,2023
658100370,69,88,BENE,48784,1,S,29,G2,,BURNED,658,2023
650100371,84,33,BENE,48786,1,S,82,I7,,BURNED,650,2023
650100372,9,80,BENE,48787,1,S,49,A2,,BURNED,650,2023
648100373,60,81,BENE,48788,1,S,134,G2,,BURNED,648,2023
654100374,85,94,PSME,48792,1,S,108,I1,,BURNED,654,2023
658100375,42,86,BENE,48793,1,S,49,E2,,BURNED,658,2023
658100376,33,30,BENE,48795,1,S,62,C7,,BURNED,658,2023
651100377,56,25,BENE,48797,1,S,25,F8,,BURNED,651,2023
650100378,0,51,BENE,48799,1,S,62,A5,,BURNED,650,2023
650100379,13,53,BENE,48800,1,S,47,B5,,BURNED,650,2023
606100380,26,97,PSME,48806,6,S,,C1,,BURNED,606,2023
624100381,38,44,BENE,48807,1,S,123,D6,,BURNED,624,2023
625100382,15,11,PSME,48808,9,S,,B9,,BURNED,625,2023
624100383,24,66,PSME,48816,1,S,86,C4,,BURNED,624,2023
619100384,47,4,PSME,48818,1,S,159,E10,,BURNED,619,2023
609100385,15,98,BENE,48822,1,S,62,B1,,BURNED,609,2023
625100386,12,95,PSME,48830,1,S,186,B1,,BURNED,625,2023
606100387,79,48,GASH,48841,1,S,82,H6,,BURNED,606,2023
606100388,67,41,ACMA,48842,1,S,60,G6,,BURNED,606,2023
609100389,84,5,BENE,48844,1,S,16,I10,,BURNED,609,2023
636100390,16,82,BENE,48845,1,S,74,B2,,BURNED,636,2023
619100391,11,37,PSME,48848,1,S,161,B7,,BURNED,619,2023
609100392,59,55,BENE,48849,1,S,27,F5,,BURNED,609,2023
606100393,95,23,BENE,48850,1,S,42,J8,,BURNED,606,2023
609100394,82,41,BENE,48860,1,S,48,I6,,BURNED,609,2023
624100395,13,22,PSME,48862,1,S,163,B8,,BURNED,624,2023
609100396,63,90,BENE,48872,1,S,67,G1,,BURNED,609,2023
636100397,44,63,PSME,48877,1,S,105,E4,,BURNED,636,2023
606100398,36,86,BENE,48879,1,S,30,D2,,BURNED,606,2023
605100399,66,68,PSME,48882,1,S,119,G4,,BURNED,605,2023
609100400,3,71,PSME,48885,1,S,91,A3,,BURNED,609,2023
606100401,96,30,BENE,48887,1,S,32,J7,,BURNED,606,2023
624100402,27,24,PSME,48889,1,S,151,C8,,BURNED,624,2023
619100403,18,57,PSME,48893,6,S,,B5,,BURNED,619,2023
606100404,59,58,BENE,48898,1,S,56,F5,,BURNED,606,2023
634100405,57,16,BENE,48902,1,S,42,F9,,BURNED,634,2023
644100406,45,1,BENE,48905,1,S,110,E10,,BURNED,644,2023
633100407,60,60,BENE,48908,1,S,135,G4,,BURNED,633,2023
634100408,40,70,BENE,48910,2,S,39,E3,,BURNED,634,2023
634100409,42,28,BENE,48911,1,S,42,E4,,BURNED,634,2023
623100410,94,37,BENE,48914,1,S,44,J7,,BURNED,623,2023
622100411,54,89,PSME,48916,1,S,133,F2,,BURNED,622,2023
644100412,92,17,BENE,48917,1,S,82,J9,,BURNED,644,2023
644100413,86,13,BENE,48918,1,S,79,I8,,BURNED,644,2023
622100414,29,6,BENE,48919,9,S,,C10,,BURNED,622,2023
634100415,15,28,BENE,48921,1,S,38,B8,UWD,BURNED,634,2023
622100416,65,88,BENE,48923,1,S,54,G2,,BURNED,622,2023
644100417,80,100,BENE,48926,1,S,100,I1,,BURNED,644,2023
643100418,88,12,PSME,48927,1,S,80,I9,,BURNED,643,2023
623100419,28,70,PSME,48928,1,S,173,C3,,BURNED,623,2023
622100420,98,64,BENE,48929,1,S,115,G4,,BURNED,622,2023
633100421,90,17,PSME,48930,1,S,141,J9,,BURNED,633,2023
623100422,62,35,BENE,48931,1,S,67,G7,,BURNED,623,2023
622100423,89,76,BENE,48937,1,S,84,I3,,BURNED,622,2023
622100424,61,8,PSME,48939,6,S,,G10,,BURNED,622,2023
616100425,41,12,ACMA,48940,1,S,130,E9,,BURNED,616,2023
644100426,21,92,PSME,48943,1,S,222,C1,,BURNED,644,2023
643100427,82,45,PSME,48944,1,S,135,I6,,BURNED,643,2023
623100428,96,43,BENE,48947,1,S,28,J6,,BURNED,623,2023
643100429,89,10,PSME,48948,1,S,120,I9,,BURNED,643,2023
623100430,64,27,BENE,48955,1,S,53,G8,,BURNED,623,2023
623100431,8,93,BENE,48956,2,S,41,A1,PREV tagged,BURNED,623,2023
644100432,5,22,BENE,48957,1,S,98,A8,,BURNED,644,2023
623100433,93,28,BENE,48965,1,S,40,J8,,BURNED,623,2023
614100434,84,58,BENE,48966,1,S,38,I5,,BURNED,614,2023
644100435,54,96,PSME,48969,1,S,231,F1,,BURNED,644,2023
623100436,88,41,BENE,48970,9,S,,I6,12387 double tag. Tag 48970 removed,BURNED,623,2023
611100437,46,79,PSME,48971,1,S,147,E3,,BURNED,611,2023
623100438,3,28,BENE,48973,1,S,56,A8,,BURNED,623,2023
633100439,45,43,BENE,48974,1,S,101,E6,,BURNED,633,2023
623100440,73,7,BENE,48975,1,S,68,H10,,BURNED,623,2023
644100441,36,1,BENE,48978,1,S,121,D10,,BURNED,644,2023
634100442,83,76,BENE,48980,1,S,53,I3,,BURNED,634,2023
623100443,96,24,BENE,48982,1,S,52,J8,,BURNED,623,2023
644100444,86,22,BENE,48984,1,S,137,I8,,BURNED,644,2023
623100445,41,36,PSME,48986,1,S,170,E7,,BURNED,623,2023
644100446,70,50,BENE,48988,1,S,127,H5,,BURNED,644,2023
634100447,63,83,BENE,48993,1,S,42,G2,,BURNED,634,2023
622100448,33,0,BENE,48995,1,S,61,D10,,BURNED,622,2023
623100449,70,44,BENE,48996,1,S,53,H6,,BURNED,623,2023
623100450,75,45,BENE,48997,1,S,36,H6,,BURNED,623,2023
644100451,83,95,BENE,48999,1,S,155,I1,,BURNED,644,2023
615100452,60,58,BENE,BENE2301,2,S,20,G5,,BURNED,615,2023
651100453,64,21,BENE,BENE2301,2,S,20,G8,TS,BURNED,651,2023
623100454,14,78,BENE,BENE2301,2,S,18,B3,,BURNED,623,2023
651100455,59,18,BENE,BENE2302,2,S,13,F9,TS,BURNED,651,2023
633100456,60,20,PSME,PSME2301,2,S,42,E9,,BURNED,633,2023
645100457,85,5,PSME,PSME2301,2,S,47,I10,Ts,BURNED,645,2023
612100458,98,32,PSME,PSME2301,2,S,40,J7,TS,BURNED,612,2023
643100459,5,38,PSME,PSME2301,2,S,40,A7,TS,BURNED,643,2023
624100460,48,65,PSME,PSME2301,2,S,26,E4,Ts,BURNED,624,2023
623100461,16,77,PSME,PSME2301,2,S,41,B3,Ts,BURNED,623,2023
672100462,20,81,PSME,PSME2301 ,2,S,29,C2,,BURNED,672,2023
615100463,66,18,THPL,THPL2301,2,S,14,G9,TS,BURNED,615,2023
614100464,87,66,THPL,THPL2301,2,S,7,I4,TS,BURNED,614,2023
614100465,26,6,THPL,THPL2302,2,S,11,C10,,BURNED,614,2023
615100466,46,71,THPL,THPL2302,2,S,10,E3,TS,BURNED,615,2023
614100467,15,83,THPL,THPL2303,2,S,17,B2,,BURNED,614,2023
648100468,85,81,TODI,TODI1,1,S,5,I2,Cell cover,BURNED,648,2023
616100469,35,16,TSHE,TSHE2301,2,S,15,D4,TS,BURNED,616,2023
610100470,85,75,TSHE,TSHE2301,2,S,9,I3,,BURNED,610,2023
615100471,63,89,TSHE,TSHE2301,2,S,9,G2,,BURNED,615,2023
618100472,12,4,TSHE,TSHE2301,2,S,21,B10,,BURNED,618,2023
614100473,48,5,TSHE,TSHE2301,2,S,13,E10,,BURNED,614,2023
601100474,80,35,TSHE,TSHE2301,2,S,32,I7,,BURNED,601,2023
610100475,28,30,TSHE,TSHE2302,2,S,21,C7,TS,BURNED,610,2023
614100476,55,25,TSHE,TSHE2302,2,S,8,F8,,BURNED,614,2023
618100477,11,20,TSHE,TSHE2302,2,S,13,B9,,BURNED,618,2023
616100478,42,65,TSHE,TSHE2302,2,S,15,E4,TS,BURNED,616,2023
615100479,83,43,TSHE,TSHE2302,2,S,6,I6,,BURNED,615,2023
615100480,79,27,TSHE,TSHE2303,2,S,11,H8,,BURNED,615,2023
618100481,15,23,TSHE,TSHE2303,2,S,13,B8,,BURNED,618,2023
614100482,21,88,TSHE,TSHE2303,2,S,16,C2,,BURNED,614,2023
615100483,76,23,TSHE,TSHE2304,2,S,12,H8,,BURNED,615,2023
618100484,5,30,TSHE,TSHE2304,2,S,21,A7,,BURNED,618,2023
614100485,25,83,TSHE,TSHE2304,2,S,18,C2,,BURNED,614,2023
614100486,31,76,TSHE,TSHE2305,2,S,14,D3,,BURNED,614,2023
615100487,83,15,TSHE,TSHE2305,2,S,18,I9,TS,BURNED,615,2023
618100488,8,33,TSHE,TSHE2305,2,S,20,A7,,BURNED,618,2023
614100489,30,72,TSHE,TSHE2306,2,S,10,D3,,BURNED,614,2023
615100490,66,38,TSHE,TSHE2306,2,S,16,G7,TS,BURNED,615,2023
618100491,8,91,TSHE,TSHE2306,2,S,15,A1,,BURNED,618,2023
618100492,6,63,TSHE,TSHE2307,2,S,11,A4,,BURNED,618,2023
615100493,70,20,TSHE,TSHE2307,2,S,13,H8,TS,BURNED,615,2023
614100494,32,71,TSHE,TSHE2307,2,S,20,D3,,BURNED,614,2023
614100495,48,68,TSHE,TSHE2308,2,S,17,E4,,BURNED,614,2023
615100496,72,22,TSHE,TSHE2308,2,S,10,H8,TS,BURNED,615,2023
615100497,68,31,TSHE,TSHE2309,2,S,6,F7,TS,BURNED,615,2023
618100498,19,91,TSHE,TSHE2309,2,S,10,B1,,BURNED,618,2023
618100499,53,41,TSHE,TSHE2310,2,S,18,F6,TS,BURNED,618,2023
615100500,57,10,TSHE,TSHE2310,2,S,11,F9,TS,BURNED,615,2023
615100501,11,72,TSHE,TSHE2311,2,S,7,B3,,BURNED,615,2023
618100502,56,44,TSHE,TSHE2311,2,S,11,F6,TS,BURNED,618,2023
618100503,56,50,TSHE,TSHE2312,2,S,13,F5,TS,BURNED,618,2023
615100504,51,22,TSHE,TSHE2312,2,S,20,F8,TS,BURNED,615,2023
615100505,49,88,TSHE,TSHE2313,2,S,8,E2,TS,BURNED,615,2023
618100506,60,60,TSHE,TSHE2313,2,S,18,G4,TS,BURNED,618,2023
615100507,54,98,TSHE,TSHE2314,2,S,10,F1,,BURNED,615,2023
618100508,63,85,TSHE,TSHE2314,2,S,15,G2,TS,BURNED,618,2023
618100509,63,43,TSHE,TSHE2315,2,S,15,G6,TS,BURNED,618,2023
618100510,65,40,TSHE,TSHE2316,2,S,14,G6,TS,BURNED,618,2023
618100511,68,41,TSHE,TSHE2317,2,S,18,G6,TS,BURNED,618,2023
618100512,72,99,TSHE,TSHE2318,2,S,18,H1,TS,BURNED,618,2023