Plot,StandID,Quadrat,AdultSp,Azimuth,DistanceToPlot,AdultTag,AdultDBH,EmptyCells,PlantCover,Personnel,MossCover,PlotNotes,SurveyDate,UTM_X,UTM_Y,Densiometer
296,FOREG_27,0105,PSME,370,1.4,,164,7,93,SRZ,40,2019 no seedlings within 3m of 4 PSME smallest   closest PSME is reference tree 2020 not surveyed in 2020 2021  2022  2023 CHECK  in 2023 all TS seedlings assumed dead but may have been missed please check on status of them,8/3/23,565591.4888,4900416.11,94
301,FOREG_28,0105,GAP,173,2,,,89,11,GEL GET,4,2019 Reference tree TSHE 2020  2021  2022  2023 CHECK  This is marked as GAP others have noted a large PSME and a TSHE as nearby reference trees check which is accurate. Nearby tree   06_00764 PSME 159.5 cm DBH,6/26/23,566441.5961,4899173.864,100
302,FOREG_28,0105,PSME,140,1.5,,164.7,15,85,SRZ,0,2019  2020  2021  2022  2023 ,6/27/23,566440.0903,4899164.854,99
303,FOREG_28,0105,TSHE,122,1.2,600736,42.2,15,85,GEL GET,0,2019  2020 Adult sp recorded as THPL in 2019 2021 1 TS lost 2022  2023 ,6/26/23,,,100
304,FOREG_28,0105,PSME,148,2.1,600707,168,70,30,GEL GET,1,2019  2020  2021  2022  2023 Herbivory ,6/26/23,,,100
304,FOREG_28,0105,PSME,148,2.1,600707,168,70,30,GEL GET,1,2019  2020  2021  2022  2023 Herbivory ,6/26/23,,,100
305,FOREG_28,0105,TSHE,32,2.6,600722,61.3,50,50,GEL GET,0,2019  2020 surveyed twice 2021  2022  2023 ,6/26/23,,,100
306,FOREG_28,0105,TSHE,243,2.3,600751,,6,94,CJD,1,2019  2020  2021 PT_4158 2022 PT_4158 2023 ,6/26/23,,,99
307,FOREG_28,0105,PSME,258,2.4,600602,169.1,20,80,SRZ,7,2019  2020  2021  2022  2023 ,6/27/23,,,99
308,FOREG_28,0105,PSME,231,2.1,,178,25,75,SRZ,7,2019  2020 3 TS lost 2021 1 TS lost 2022  2023 ,6/26/23,566273.6898,4899250.041,99
309,FOREG_28,0105,TSHE,19,2.1,,60.6,30,70,SRZ,3,2019  2020  2021  2022  2023 ,6/26/23,566280.3742,4899236.552,99
310,FOREG_28,0105,TSHE,359,2.2,,62.6,78,22,SRZ,0,2019  2020  2021  2022  2023 ,6/26/23,566326.0035,4899249.117,100
311,FOREG_28,0105,TSHE,24,1.7,500254,69,63,40,SRZ,0,2019  2020  2021 1 TS lost 2022 litter 2023 ,6/26/23,,,100
312,FOREG_28,0105,TSHE,322,2.1,,81.6,65,35,SRZ,8,2019  2020 1 TS lost 2021  2022  2023 ,6/26/23,566287.1209,4899256.397,100
313,FOREG_28,0105,GAP,307,1,,,40,60,SRZ,5,2019 Reference tree TSHE 2020 2019 recorded as a GAP near a small TSHE check plot 2021  2022  2023 Nearby  tree   TSHE 13.7 cm DBH,6/26/23,566358.278,4899239.892,100
314,FOREG_28,0105,TSHE,172,1.65,,62.7,85,15,SRZ,2,2019  2020  2021  2022 litter 2023 ,6/26/23,566408.0669,4899267.499,100
315,FOREG_28,0105,GAP,20,3.4,,,30,70,SRZ,5,2019 Reference tree TSHE 2020 1 TS lost 2021  2022  2023 Canopy gap,6/26/23,566437.0655,4899266.35,92
316,FOREG_28,0105,TSHE,60,1.5,500225,102.4,8,90,SRZ,3,2019  2020  2021  2022 litter 2023 ,6/27/23,566402.6161,4899238.012,98
317,FOREG_28,0105,PSME,291,1.6,500614,150,70,30,SRZ,3,2019 Prev tag 4041 2020 prev tag 4041 2021 PT_4041 DBH too close to ground 2022 litter 2023 ,6/27/23,,,99
318,FOREG_28,0105,TSHE,280,1.6,4062,58.5,80,20,SRZ,1,2019 Prev tag 4062 2020 1 TS lost prev tag 4062 2021 PT_4062 DBH 60.0 2022 PT_4062  2023 ,6/27/23,566358.4476,4899207.351,100
319,FOREG_28,0105,PSME,135,2.2,4080,148.1,90,10,SRZ,3,2019 Prev tag 4080 2020  2021 PT_4050 DBH 148.7 2022 litter PT_4080 possibly 4050 2023 ,6/27/23,566340.0988,4899221.383,100
320,FOREG_28,0105,ABAM,304,2.6,4084,60.8,10,90,SRZ,5,2019 Prev tag 4084 2020  2021 PT_4084 DBH 61.6 2022  2023 ,6/27/23,566310.9686,4899227.644,97
320,FOREG_28,0105,ABAM,304,2.6,4084,60.8,10,90,SRZ,5,2019 Prev tag 4084 2020  2021 PT_4084 DBH 61.6 2022  2023 ,6/27/23,566310.9686,4899227.644,99
321,FOREG_28,0005,PSME,277,1.8,,,69,31,CJD,0,2019 lots of branch/lichen litter 2020  2021  2022  2023 ,6/27/23,566287.4946,4899203.635,98
322,FOREG_28,0005,TSHE,89,1.8,,57,5,95,CJD,3,2019  2020  2021  2022  2023 ,6/27/23,566288.5019,4899182.984,99
323,FOREG_28,0005,PSME,166,1.4,,,1,99,CJD,0,2019 Prev tag 4104 2020  2021 PT_4104 DBH 137.6 2022 PT_4104  2023 ,6/27/23,566334.4734,4899185.442,95
324,FOREG_28,0005,PSME,353,1.9,,,6,98,CJD,0,2019 Prev tag 4114 2020  2021 PT_4114 DBH 155.0 2022 PT_4114  2023 ,6/27/23,566314.3126,4899181.243,97
325,FOREG_28,0005,TSHE,103,0.8,,98.5,4,96,CJD,1,2019  2020  2021  2022  2023 ,6/27/23,566283.4261,4899147.942,98
326,FOREG_28,0005,PSME,220,1.2,,161.3,50,50,SLG GET,0,2019  2020  2021  2022  2023 ,6/27/23,566300.3974,4899135.889,98
327,FOREG_28,0000,TSHE,333,1.7,,102.6,75,25,SLG GET,0,2019 last 2019 FOREG_28 plot 2020 1 TS lost 2021  2022  2023 ,6/27/23,566288.7457,4899087.782,99
328,FOREG_38,0602,ACMA,132,1.15,,,0,100,CJD,25,2023 CHECK  Originally paired with 50 cm DBH ACMA but starting in 2022 called a gap plot ACMA may have died check status of ACMA and plot FIELD  lot in gap no adult tree,6/15/23,562164,4897659,78
329,FOREG_38,0603,THPL,312,1.26,,106.5,1,99,CJD,80,2020  2021  2022  2023 ,6/15/23,562159.3703,4897637.031,94
330,FOREG_38,0600,ACMA,65,0,,62,7,93,CJD,8,2020 double check quadrat 2021  2022  2023 ,6/15/23,562184,4897604,99
331,FOREG_38,0503,TABR,249,1.15,,49.4,20,95,CJD,3,2020  2021 PT_2773 2022 PT_2773 2023 ,6/15/23,562133.294,4897582.018,97
332,FOREG_38,0503,TSHE,35,1.6,100613,83,5,95,SRZ GEL,45,2020  2021  2022  2023 ,6/14/23,,,99
333,FOREG_38,0503,XTSHE,134,1.2,300064,,2,98,CJD GET,45,  2022 measured as GAP in 2022 adult tree died and fell btw 2021 and 2022 2023 Dominant adult TSHE tag 03_00064 fell and died TSHE legacy plot   XTSHE nearby tree   03_00063 ACMA 5.9 cm DBH,6/14/23,,,85
334,FOREG_38,0503,TSHE,190,3,200308,78.5,5,95,SRZ GEL,65,2020  2021  2022  2023 ,6/14/23,,,96
335,FOREG_27,0503,THPL,328,1.6,,93.4,5,95,GEL,20,2020  2021  2022 3 TS lost 2023 ,8/1/23,565622.2981,4900528.616,100
336,FOREG_38,0503,TSHE,6,3,700963,79.3,0,100,CJD,85,2020  2021 Log data not gathered in 2021 2022  2023 ,6/15/23,,,98
337,FOREG_38,0503,TSHE,70,1.3,500004,41,3,90,SRZ GEL,20,2020  2021 5 TS lost 2022  2023 ,6/13/23,,,98
338,FOREG_28,0503,TSHE,350,1.9,,,2,98,CJD,1,2020 Prev tag 4240 2021 PT_4241 DBH 72.5 2022 PT_4241  2023 ,6/26/23,566334,4899157,98
339,FOREG_28,0503,TSHE,90,1.8,,53.4,2,98,SLG GET,1,2020  2021  2022  2023 ,6/27/23,566340,4899118,100
340,FOREG_28,0503,PSME,140,2.4,4262,113.8,46,54,CJD,0,2020 Prev tag 4262 2021 PT_4262 check DBH 2022 PT_4262  2023 ,6/27/23,566353,4899139,98
341,FOREG_28,0503,ABAM,0,2.3,4121,65.9,32,68,CJD,1,2020 Prev tag 4121 2021 PT_4121 DBH 66.6 2022 litter PT_4121 2023 ,6/27/23,566353,4899190,99
342,FOREG_28,0503,TSHE,282,1.4,500562,,4,96,CJD,0,2020 Prev tag 4191 2021 PT_4191 2022 PT_4191 2023 ,6/26/23,,,97
343,FOREG_28,0503,PSME,114,2.4,,,0,100,CJD,0,2020  2021  2022 debris 2023 ,6/27/23,566396,4899108,94
344,FOREG_28,0503,TSHE,292,1.7,,41.9,68,32,SLG GET,3,2020  2021  2022  2023 ,6/27/23,,,100
345,FOREG_28,0503,PSME,58,1.7,,145.2,25,75,SRZ CJD,15,2020  2021  2022 debris 2023 ,6/27/23,,,96
346,FOREG_28,0503,PSME,182,2.9,,,1,99,CJD,0,2020  2021  2022  2023 ,6/27/23,,,96
347,FOREG_28,0503,PSME,288,2.1,4135,157.7,20,80,GET GEL,0,2020 Prev tag 4135 2021 PT_4135 DBH 159.2 2022 litter PT_4135 2023 ,6/26/23,,,100
348,FOREG_28,0503,TSHE,118,2.4,,92.2,2,98,CJD,0,2020  2021  2022  2023 ,6/27/23,,,99
349,FOREG_28,0503,PSME,118,1.7,,,21,79,CJD,0,2020 Prev tag 4289 2021 PT_4289 10 TS lost 2022 PT_4289  2023 ,6/26/23,566393,4899138,98
350,FOREG_28,0503,TSHE,18,1,500582,,21,79,CJD,1,2020 Prev tag 4183 2021 PT_4183 2022  2023 ,6/26/23,,,98
351,FOREG_28,0503,TSHE,124,3,500613,54.2,7,90,SRZ,0,2020 Within 15m of plot 317 2021 PT_4049 DBH 56.9 2022 litter called GAP this year check tree next year 2023 ,6/27/23,566375,4899218,99
352,FOREG_28,0503,GAP,124,3,,,10,90,GEL GET,0,2020  2021  2022  2023 Nearby tree   TSHE 21.3 cm DBH,6/26/23,566425,4899158,99
352,FOREG_28,0503,GAP,124,3,,,10,90,GEL GET,0,2020  2021  2022  2023 Nearby tree   TSHE 21.3 cm DBH,6/26/23,566425,4899158,98
353,FOREG_27,0503,PSME,346,2.5,,,0,100,CJD,20,2020 needs tag 2021  2022  2023 ,6/28/23,565675.5032,4900517.371,
354,FOREG_27,0503,THPL,140,2.6,,102.9,2,98,GEL GET,2,2020  2021  2022 1 TS lost 1 TP lost 2023 ,8/3/23,565647.7047,4900478.991,100
355,FOREG_27,0503,TSHE,78,1.6,,115.4,10,90,SRZ,5,2020  2021 check ID MSM thought could be a PSME in 2021 2022 missing log data 2023 ,8/3/23,565561.8679,4900472.025,100
356,FOREG_27,0503,TABR,40,1.7,,129.9,0,100,CJD,95,2020  2021  2022  2023 ,6/28/23,565630.211,4900432.057,98
357,FOREG_27,0503,PSME,133,1.3,,165,0,100,CJD,0,2020  2021  2022  2023 WD on plot,6/28/23,,,85
358,FOREG_27,0503,PSME,264,1.2,,113,1,99,CJD,60,2020  2021  2022 6 TS lost 6 TP lost nearby TSHE measured as 27.2 cm DBH this year 2023 ,6/28/23,,,98
359,FOREG_27,0503,THPL,322,1.5,,158.9,5,95,GEL GET,45,2020  2021  2022 1 TS lost 2023 ,8/2/23,,,97
359,FOREG_27,0503,THPL,322,1.5,,158.9,5,95,GEL GET,45,2020  2021  2022 1 TS lost 2023 ,8/2/23,,,97
360,FOREG_27,0503,TSHE,131,1.8,,31.7,0,100,GEL,40,2020  2021 Double_check tree ID could be TABR 2022 2 TS lost 2023 ,8/1/23,565628.292,4900496.125,100
361,FOREG_27,0503,TSHE,150,2.2,,,0,100,GEL GET,50,2020  2021  2022 marked as gap 2023 nearby tree   THPL 29.9 cm DBH,8/2/23,,,99
362,FOREG_27,0503,PSME,264,2,,132.1,10,90,GEL,20,2020  2021  2022 6 TS lost 2 TP lost 2023 ,8/1/23,565593,4900382,99
363,FOREG_27,0503,PSME,260,2.4,,136.7,3,97,GEL GET,15,2020  2021  2022 missing log data 2023 ,8/2/23,565617,4900361,100
364,FOREG_27,0503,TSHE,312,2,,,,,JJW,,2020  2021 1 TS lost 2022  2023 Plot not surveyed this year,8/10/22,565545,4900452,100
365,FOREG_27,0503,THPL,304,1.4,,67.7,0,100,GEL GET,96,2020  2021  2022  2023 CHECK  in 2023 all TS seedlings assumed dead but may have been missed please check on status of them,8/3/23,565652,4900548,100
366,FOREG_27,0503,TSHE,112,1.7,,42.4,20,80,SRZ GEL,80,2020  2021  2022 missing log data 2023 ,8/1/23,565654,4900520,100
367,FOREG_27,0503,PSME,220,2.1,2547,125.6,0,100,GEL,20,2020 Prev tag 2547 2021 PT_2547 2022 missing log data 2023 ,7/31/23,565704,4900413,96
368,FOREG_27,0503,TABR,250,0.9,,61.7,1,99,GEL,85,2020  2021  2022  2023 Dominant tree has two stems,8/1/23,565591,4900469,99
369,FOREG_27,0503,THPL,229,1.9,,63.2,2,98,SRZ,98,2020  2021 1 TS lost 2022 missing log data 2023 ,7/25/23,,,100
370,FOREG_27,0503,GAP,229,1.9,,,5,95,GEL,40,2020  2021  2022  2023 Nearby tree   COCOC 6.7 cm DBH,8/1/23,565638.5218,4900447.243,100
401,FOREG_31,0311,TSHE,341,1.65,400682,52.9,52,48,GRR GET,7,2020  2021  2022 4 TS lost TAG not recorded double check with mapping data 2023 ,6/23/23,,,100
402,FOREG_31,0310,TSHE,253,1.7,400657,56.7,43,57,GRR GET,1,2020  2021  2022 DEBRIS 2023 ,6/23/23,,,99
403,FOREG_31,0410,PSME,346,1.3,500121,120.9,60,40,GRR GET,1,2020  2021  2022 litter 2023 ,6/23/23,,,100
404,FOREG_31,0610,PSME,4,1.5,700333,147.1,32,68,GEL BWG,0,2020  2021  2022  2023 ,6/23/23,,,96
406,FOREG_27,0610,PSME,226,1.3,,128.1,75,25,GEL,10,2020  2021  2022  2023 ,7/25/23,,,93
408,FOREG_27,0610,PSME,246,1.8,,135.1,0,100,CJD,30,2020  2021  2022 missing log data 2023 ,6/28/23,565660.8675,4900456.135,99
408,FOREG_27,0610,PSME,246,1.8,,135.1,0,100,CJD,30,2020  2021  2022 missing log data 2023 ,6/28/23,565660.8675,4900456.135,99
409,FOREG_27,0610,GAP,246,1.8,,,80,20,GEL GET,1,2022 covered in bark debris log notes association with 27.7 cm DBH TSHE in this year 2023 Witches broom galore and UWD nearby tree   TSHE 27.7 cm DBH,8/2/23,565634,4900482,99
410,FOREG_27,0610,TABR,288,2.3,,33.2,0,100,SRZ,95,2020  2021 Several TABR near 63cm largest 2022 8 TS lost 2023 ,8/1/23,565600.4898,4900497.96,100
601,BURNED,,TSHE,110,1.35,8280,,70,35,SRZ CJD,5,,7262023,,,93
602,BURNED,,PSME,320,2.65,6005,,3,89,CJD,5,,7252023,,,79
603,BURNED,,PSME,20,2.3,9736,,21,92,CJD GET,20,,8012023,,,75
604,BURNED,,PSME,240,3.2,9728,,10,35,CJD GET,50,,8012023,,,75
605,BURNED,,PSME,260,2,392,,18,98,CJD GET,45,,7252023,,,91
606,BURNED,,PSME,310,1.5,,,32,95,CJD GET,1,,7252023,,,94
607,BURNED,,PSME,310,1.5,478,,35,40,CJD GET,30,,7252023,,,96
609,BURNED,,PSME,270,2.1,460,,35,85,CJD GET,6,,7252023,,,98
610,BURNED,,PSME,0,1.6,5108,,60,25,CJD GET,25,,7102023,,,85
611,BURNED,,PSME,240,1.5,5018,,65,95,CJD GET,3,,7102023,,,93
612,BURNED,,TSHE,170,2,4278,,75,60,CJD GET,1,,7102023,,,90
613,BURNED,,PSME,20,1.5,,,40,94,CJD GET,3,,7102023,,,96
614,BURNED,,TSHE,340,1.2,7241,,5,35,CJD GET,1,,7102023,,,93
615,BURNED,,TSHE,40,2.5,7258,,5,95,CJD GET,20,,7102023,,,93
616,BURNED,,TSHE,120,2.1,7289,,6,85,CJD GET,20,,7102023,,,96
618,BURNED,,TSHE,110,1.9,,,3,96,CJD GET,60,,7102023,,,88
619,BURNED,,TSHE,60,1.9,523,,9,85,CJD GET,5,,7252023,,,90
620,BURNED,,PSME,180,3.6,291,,77,95,CJD GET,6,,7312023,,,97
621,BURNED,,PSME,110,1.9,,,70,30,CJD GET,1,,7312023,,,98
622,BURNED,,PSME,360,2.8,249,,15,97,CJD GET,20,,7252023,,,94
623,BURNED,,PSME,220,1.9,3690,,2,73,CJD GET,60,,7252023,,,97
624,BURNED,,PSME,250,1.6,197,,4,8,CJD GET,55,,7252023,,,85
625,BURNED,,PSME,200,3.6,162,,28,45,CJD GET,50,,7252023,,,85
627,BURNED,,PSME,70,1.7,354,,40,80,CJD GET,1,,7312023,,,98
628,BURNED,,PSME,360,2.2,381,,45,95,CJD GET,1,,7312023,,,98
629,BURNED,,PSME,49,1.1,802,,15,58,CJD GET,40,,7312023,,,98
630,BURNED,,PSME,50,1.1,856,,60,89,CJD GET,3,,7312023,,,99
631,BURNED,,PSME,300,1.4,872,,20,80,CJD GET,5,,7312023,,,93
632,BURNED,,TSHE,268,3.9,860,,40,88,CJD GET,2,,7312023,,,93
633,BURNED,,TSHE,170,3.5,953,,11,86,CJD GET GEL SRZ,10,,7072023,,,96
634,BURNED,,PSME,82,3.7,942,,82,93,SLG CJD GET,4,,6202023,,,82
634,BURNED,,PSME,334,1.7,968,,7,82,Sl cjd get,93,,7202023,,,92
635,BURNED,,PSME,30,2.6,422,,90,18,CJD GET,5,,7252023,,,80
636,BURNED,,PSME,2,1.3,416,,12,96,CJD GET,15,,7252023,,,76
637,BURNED,,PSME,14,1.4,301,,12,80,CJD GET,20,,7252023,,,89
638,BURNED,,PSME,320,2.5,479,,5,93,GEL GET CJD SRZ ,86,,7072023,,,75
639,BURNED,,PSME,222,2.1,334,,18,92,SLG CJD GET,25,,7202023,,,81
640,BURNED,,PSME,322,2.7,4497,,3,97,CJD GET MTR RPH,50,,7182023,,,90
641,BURNED,,PSME,324,1.7,4560,,2,86,CJD GET GEL SRZ,85,,7072023,,,66
642,BURNED,,PSME,278,1.7,4563,,3,55,CJD GET GEL SRZ,65,Debris,7072023,,,74
643,BURNED,,PSME,180,2,4606,,4,87,SLG CJD GET,90,Focal tree dead,7202023,,,89
644,BURNED,,TSHE,46,1.5,4598,,8,99,CJD GET GEL SRZ,35,,7072023,,,82
645,BURNED,,PSME,170,1.3,4516,,65,88,CJD GET SRZ GEL,35,,7072023,,,90
646,BURNED,,PSME,342,2.9,4488,,37,91,Rph cjd,1,,7182023,,,90
647,BURNED,,PSME,26,3.5,4504,,55,65,Rph cjd,10,,7182023,,,89
648,BURNED,,TSHE,58,2,613,,4,68,CJD MTR GET RPH,50,,7182023,,,86
649,BURNED,,PSME,108,2.1,4455,,70,10,Rph cjd,10,,7182023,,,81
650,BURNED,,PSME,60,2.5,4828,,15,72,CJD RPH MTR GET,20,,7182023,,,84
651,BURNED,,PSME,96,2.5,4553,,92,96,CJD RPH MTR GET ,0,,7182023,,,96
652,BURNED,,PSME,80,3.1,4531,,5,82,CJD,55,,7182023,,,85
653,BURNED,,PSME,22,1.9,,,5,88,MTR GET,70,,7182023,,,96
654,BURNED,,PSME,358,1.2,4788,,20,85,Rph cjd,15,,7182023,,,97
655,BURNED,,PSME,50,1.1,4732,,12,65,SLG CJD GET,15,,7202023,,,88
656,BURNED,,PSME,18,2.6,4726,,15,98,MTR GET,10,,7182023,,,95
657,BURNED,,PSME,214,1.7,4713,,11,30,CJD RPH,65,,7182023,,,98
658,BURNED,,PSME,44,1.8,4706,,42,55,CJD RPH,5,,7182023,,,94
659,BURNED,,TSHE,30,2.7,4581,,50,80,MTR GET,15,,7182023,,,96
660,BURNED,,PSME,24,3.2,4575,,77,60,MTR GET,10,,7182023,,,86
661,BURNED,,PSME,342,1.9,4592,,15,60,CJD RPH,85,,7182023,,,81
662,BURNED,,PSME,25,2.3,4764,,10,30,MTR,90,,7182023,,,
663,BURNED,,PSME,320,3.7,4590,,5,23,Rph cjd,65,,7182023,,,94
664,BURNED,,PSME,329,1,4031,,91,85,MTR GET,6,,7182023,,,95
666,BURNED,,PSME,42,2.2,4030,,14,40,SLG GET,5,,7202023,,,86
667,BURNED,,PSME,138,1,911,,20,100,CJD,20,,7202023,,,91
668,BURNED,,PSME,98,2.1,4045,,8,76,CJD,15,,7202023,,,94
669,BURNED,,PSME,129,1.8,717,,14,97,CJD,45,,7202023,,,88
670,BURNED,,TSHE,32,1.6,728,,3,78,SLG CJD GET,90,,7202023,,,80
671,BURNED,,TSHE,59,1.9,565,,20,40,CJD GET,6,Grace got stung,7182023,,,89
672,BURNED,,PSME,343,2.9,974,,7,83,Cjd get slg,93,,7202023,,,92
673,BURNED,,PSME,135,2.7,33,,45,90,Get slg,40,,7202023,,,92
674,BURNED,,PSME,135,1.7,948,,13,80,GET SLG ,60,,7202023,,,92
675,BURNED,,PSME,219,3.3,942,,1,79,Get slg ,97,,7202023,,,91
677,BURNED,,TSHE,272,1.8,809,,3,78,CJD GET,35,,8012023,,,93
678,BURNED,,PSME,178,1.5,866,,20,65,CJD GET,5,,8012023,,,95
679,BURNED,,TSHE,103,7.8,873,,22,26,CJD GET,25,,8012023,,,95
680,BURNED,,TSHE,204,2.4,926,,35,90,CJD GET,21,Plot surrounded by ACMA THPL TSHE and PSME,8012023,,,100
681,BURNED,,PSME,61,1.3,912,,18,95,CJD GET,1,,8012023,,,95
682,BURNED,,TSHE,254,1.6,898,,60,9,CJD GET,2,,8012023,,,97
683,BURNED,,PSME,312,1.6,846,,17,50,CJD GET,20,,8012023,,,94
684,BURNED,,TSHE,87,3,818,,24,85,CJD GET,35,,8012023,,,93